UTM campaign,UTM term,Landing page URL,Online store visitors,Pageviews,Sessions that reached checkout,Sessions that completed checkout,Sessions with cart additions,Average session duration,Online store visitors (previous_period),Pageviews (previous_period),Sessions that reached checkout (previous_period),Sessions that completed checkout (previous_period),Sessions with cart additions (previous_period),Average session duration (previous_period)
TOF | India,TRLi,https://vibewithmoi.in/products/gaj-elephant-labradorite-pendant-necklace?variant=39476068253759&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India&utm_content=DABA+%E2%80%93+ALL&utm_term=TRLi&placement=Instagram_Reels&utm_id=120228061558010313_v2_s09_e7218_sp_101&fbclid=PAQ0xDSwLXGTVleHRuA2FlbQEwAGFkaWQBqyLJFxcXiQGnmGbxFVBLIrLGZJbj5KcgSOEQiO_Hy1TWauuJzuwHQo3eNe_Tq4fEHQzAeVQ_aem_GELI3fM1h6TfHFiBBCdUNw&campaign_id=120228061558010313&ad_id=120228061558040313,5,5,0,0,0,,22,27,0,0,0,
TOF | India Modern,HOME - IGi,https://vibewithmoi.in/products/zora-gold-diamond-and-sapphire-earrings?variant=39825884938303&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=HOME+-+IGi&placement=Others&utm_id=120204290276700313_v2_s04_e215&fbclid=PAQ0xDSwKcRVNleHRuA2FlbQEwAGFkaWQBqx_CmCjYmQGn-_zhsKN8HShXSiibdmunWPL9jILqhIZhuaTBbA3itjyTzN7SsLQqLxAgCeE_aem_I_kjRo49HwXyxBa_67rWug&campaign_id=120204290276700313&ad_id=120224735669820313,0,0,0,0,0,,1,2,0,0,0,0.0
TOF | India Modern,INT JWLY - IGi,https://vibewithmoi.in/products/juliet-gold-diamond-and-ruby-engagement-ring?variant=39689752215615&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=INT+JWLY+-+IGi&placement=Instagram_Feed&utm_id=120204290276700313_v2_s10_e7087_sp_111&fbclid=PAQ0xDSwKsSeZleHRuA2FlbQEwAGFkaWQBqx23hznpqQGnjTRWD8Bnw7pcI482hZA9jUM6rejw0LCdLq_OWbf7f3f074r1zKcVveAQVLE_aem_zmbS1Wvs6QyGmToJT2rXNg&campaign_id=120204290276700313&ad_id=120213840931560313,0,0,0,0,0,,1,1,0,0,0,0.0
TOF | India Modern,JWLY + TRL - FBi,https://vibewithmoi.in/products/anah-rose-quartz-gold-and-diamond-necklace?variant=40002991456319&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=JWLY+%2B+TRL+-+FBi&placement=Facebook_Mobile_Feed&fbclid=IwZXh0bgNhZW0BMABhZGlkAasdtWw6g6kBHmx5_tqED2SgYf3sa4xjRwqCp6JzrA0JWID2VkKmJm-PLUD2Ei4e6Kzh1vkV_aem_V46ZcCYLBifvd5uN5JnTww&campaign_id=120204290276700313&ad_id=120213840931530313&audience=new_sale&utm_id=120204290276700313_v2_s06_e6965_sp_011,2,3,0,0,0,,1,1,0,0,0,
TOF | India Modern,TOF | Bangalore | TIFFi,https://vibewithmoi.in/products/serendipity-gold-and-ruby-claw-amulet-pendant-necklace?variant=39318658777151&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+Bangalore+%7C+TIFFi&placement=Instagram_Reels&utm_id=120228725469310313_v2_s66_e14_i20250918&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY9aPdKkBp-OhZ6S_49booSCAdcM3pb8JQRakg3qsA_D8lADRqPOGEKa3TnDuXZiFveD4_aem_Yt123YSJxRGbDJbIkgchTw&campaign_id=120228725469310313&ad_id=120228726653490313,1199,1683,4,0,12,,1344,1973,4,1,9,
TOF | India Modern,TOF | Delhi | TIFFi,https://vibewithmoi.in/products/autumn-gold-and-diamond-colorful-gemstone-stud-earrings?variant=39483460059199&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+Delhi+%7C+TIFFi&placement=Instagram_Feed&utm_id=120228725469310313_v2_s12_e7271&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY9bQJykBp6Q5pJjWqcurAAYWw0HIAlrnt6s3oe1VVOjlenAy_SGWvzPedMf7XcCs2CvT_aem_1mPN520EY52r2zh-u9_1XA&campaign_id=120228725469310313&ad_id=120228726654990313,2080,2827,5,0,17,,1774,2574,6,0,19,
TOF | India Modern,TOF | India | TIFFi,https://vibewithmoi.in/products/firdos-multi-gemstone-diamond-bracelet?variant=39318637641791&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+India+%7C+TIFFi&placement=Instagram_Reels&utm_id=120228725469310313_v2_s09_e7103&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY8y4E7kBp2JGUxI3yUGD2ONsVkCi6OvSB4trSffhtDNDDvdF0aYp5dBbWKsoDAMlLNaA_aem_xPUp2Z8K230j-54EM0TeBQ&campaign_id=120228725469310313&ad_id=120228726118830313,1,1,0,0,0,,88,103,0,0,1,
TOF | India Modern,TOF | Mumbai | TIFFi,https://vibewithmoi.in/products/venice-gold-tanzanite-and-diamond-ring?variant=40436164558911&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+Mumbai+%7C+TIFFi&placement=Instagram_Reels&utm_id=120228725469310313_v2_s08_e7298&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY9a7ZqkBp5SP04fpnjYlPanufGciEz7iCOpp0yf0ekNa1EKx_AqAMbaLfguj3tMV_Qyh_aem_yRuPCXtbXvdu3QyISe63UQ&campaign_id=120228725469310313&ad_id=120228726653470313,2062,3005,7,0,20,,1718,2497,5,0,17,
TOF | India Modern,TOF | Pune | TIFFi,https://vibewithmoi.in/products/felix-gold-diamond-sapphire-ruby-and-peridot-statement-earrings?variant=41635217670207&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+India+Modern&utm_content=DABA+%E2%80%93+BS+%2FTP+1&utm_term=TOF+%7C+Pune+%7C+TIFFi&placement=Instagram_Feed&utm_id=120228725469310313_v2_s01_e283&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY9aW7rkBp4udiQ8a4mb9acy-bwg2qwLrI4-6QiRKv4wZTWt8BaXhUnCBI975c3_08yNJ_aem_W-cmy6Y8YxCwfHZc6E5YkQ&campaign_id=120228725469310313&ad_id=120228726653220313,0,0,0,0,0,,96,119,1,0,1,12.71875
TOF | KHB,INT JWLY,https://vibewithmoi.in/products/nawab-gold-and-pearl-multi-gemstones-necklace-for-women?utm_source=an&utm_medium=paid&utm_campaign=TOF+%7C+KHB&utm_content=10012+_+Nawab+Necklace+_+SI&utm_term=INT+JWLY&placement=an&fbclid=IwY2xjawFwvyFleHRuA2FlbQEwAAEd1JF0kDizRDY6WIq5sQfEETfqn4-dhzwecfWU_9ZnOXFYag1UJ7UNtJAA_aem_NnHAY0IrBaRJWQmougsWjw&campaign_id=23853556397970312&ad_id=23858624570650312,0,0,0,0,0,,1,1,0,0,0,0.0
TOF | KHB,OCC,https://vibewithmoi.in/products/qutub-multi-gemstones-gold-necklace-for-women?utm_source=an&utm_medium=paid&utm_campaign=TOF+%7C+KHB&utm_content=10010+_+Qutub+Necklace+_+SI&utm_term=OCC&placement=an&fbclid=IwAR2G-rYbg9M5Gee2LojcAIHwEkEus2cgbAAl79BU7B7kTYcurERs_nDc-iU,0,0,0,0,0,,3,5,0,0,0,18.666666666666668
TOF | KHB |,INT JWLY | IG,https://vibewithmoi.in/pages/india-festive?utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20KHB%20|&utm_content=Mansa%20Necklace%20|%20SI&utm_term=INT%20JWLY%20|%20IG&placement=Instagram_Stories&fbclid=PAZXh0bgNhZW0BMABhZGlkAasWctzagPkBps_tQOHWnVLh7gxZheh0qzphes2D62_j9SE3BnlgucqK2IAH9hquEHY1GQ_aem_p09aYCreaZSvbRnzW5JlxA&campaign_id=120212610085270313&ad_id=120214297781600313,0,0,0,0,0,,2,6,0,0,0,10.0
TOF | KHB |,INT JWLY | IGi,https://vibewithmoi.in/products/hyderabad-pearl-and-multi-stone-choker-necklace?variant=41305800671295&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+KHB+%7C&utm_content=KHB+%7C+DABA+%281%29&utm_term=INT+JWLY+%7C+IGi&placement=Instagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasWckhMkOkBpg27smiqWHMMOb8Q4W5ov7AKGdlkazBFZJsst0ItUT0GjxJzOX5bQZcydQ_aem_gec795SZAQB15MNTjEx-Tw&campaign_id=120212610085270313&ad_id=120214495008770313,2,2,0,0,0,,1,1,0,0,0,
TOF | KHB |,OCC | IG,https://vibewithmoi.in/products/fez-gold-silver-diamond-south-sea-pearl-emerald-and-enamel-necklace?variant=41217672642623&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+KHB+%7C&utm_content=KHB+%7C+DABA+%281%29&utm_term=OCC+%7C+IG&placement=Instagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasV2d_myBkBpoTwvfdxTyAu7GZDSVwB6fA8uKp5VX44082XXPZ-oY-cwFMe3v9bmRP2MA_aem_XcWD-mO8Ada09KBwYIlJ9w&campaign_id=120212610085270313&ad_id=120212610444490313,0,0,0,0,0,,3,6,0,0,0,8.0
TOF | Mumbai,DEPTi,https://vibewithmoi.in/products/felix-gold-silver-ruby-and-sapphire-ring?variant=33007914090559&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=DABA+%E2%80%93+80k&utm_term=DEPTi&placement=Instagram_Reels&utm_id=120227915088340313_v2_s05_e7362_c1&fbclid=PAZXh0bgNhZW0BMABhZGlkAasljbGWZgkBp8GgAXz6sXxhRNGB6wf3JiX1cxxPiULWDNcFoYbuIVPiYDVzIbIgQEpj4vmx_aem_uKBMA22tX3eaSLPFXP5epA&campaign_id=120227915088340313&ad_id=120231104956200313,1,1,0,0,0,,1,2,1,0,1,
TOF | Mumbai,HOMEi,https://vibewithmoi.in/products/jaipur-gold-silver-uncut-diamond-and-ruby-earrings?variant=32852615954495&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=DABA+%E2%80%93+80k&utm_term=HOMEi&placement=Instagram_Reels&utm_id=120227915088340313_v2_s03_e247&fbclid=PAZXh0bgNhZW0BMABhZGlkAasiyLzjqUkBp9-XK0LYNbSbOXKK0cNGtkdH9L1d-NSY_9M1ixLmzEPmIFnlx5iCLonaOGmR_aem_OOwCljBKdWf1ixI82TDqKg&campaign_id=120227915088340313&ad_id=120228059179560313,0,0,0,0,0,,1,1,0,0,0,0.0
TOF | Mumbai,INT JWLi – CC,https://vibewithmoi.in/products/anah-rose-quartz-gold-and-diamond-necklace?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=CC+%E2%80%93+BS+%2FTP+%7C+01&utm_term=INT+JWLi+%E2%80%93+CC&placement=Instagram_Feed&utm_id=120227915088340313_v2_s12_e6986_sp_011&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjK66yqTkBp6QKOGe2Kufuye1zqms9vI1_VCY4dEGOJ4WpUSBo-Y4Z6O_WPK2LLORwB-fo_aem_sKxAj0tq_F6Ps5nd12sAJw&campaign_id=120227915088340313&ad_id=120228056884250313,2,2,0,0,0,,3,3,0,0,0,
TOF | Mumbai,LUXEi,https://vibewithmoi.in/products/ira-diamond-and-pearl-earrings?variant=39668305133631&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=DABA+%E2%80%93+BS+%2FTP&utm_term=LUXEi&placement=Instagram_Reels&utm_id=120227915088340313_v2_s04&campaign_id=120227915088340313&ad_id=120227915088380313,1,1,0,0,0,,7,19,0,0,0,
TOF | Mumbai,OCCi,https://vibewithmoi.in/products/leena-gold-ruby-and-pearl-earrings?variant=40192658145343&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=DABA+%E2%80%93+80k&utm_term=OCCi&placement=Instagram_Reels&utm_id=120227915088340313_v2_s03&fbclid=PAZXh0bgNhZW0BMABhZGlkAaskyqbktUkBp8HZHSw3GIT92z6Wi0FSXrgDW6UWRtd68mnCkWPxZ9M8LooVvGY8jIw1FoXp_aem_5seDsld3fUOa63Pa8t7btg&campaign_id=120227915088340313&ad_id=120230257831190313,3,3,0,0,0,,3,5,0,0,0,
TOF | Mumbai,TRLa,https://vibewithmoi.in/products/faye-gold-diamond-and-muti-sapphire-necklace?variant=40194843476031&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20Mumbai&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TRLa&placement=Instagram_Reels&utm_id=120227915088340313_v2_s04&fbclid=PAZXh0bgNhZW0BMABhZGlkAaslOWjkXYkBp9UeGh5gGfSCP2TlqQJ7gyaFvoEaqYqG6QXkTW_25W6NCJ2sNPaIdhYjcVrU_aem_nKo33CuDhfS8pDl8AqcFkQ&campaign_id=120227915088340313&ad_id=120230703556850313,2,4,0,0,0,,3,10,0,0,0,
TOF | Mumbai,TRLi,https://vibewithmoi.in/products/crimson-eva-gold-diamond-and-red-enamel-earrings?variant=40194928672831&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Mumbai&utm_content=DABA+%E2%80%93+ALL&utm_term=TRLi&placement=Instagram_Reels&utm_id=120227915088340313_v2_s11_e7067_sp_011&fbclid=PAZXh0bgNhZW0BMABhZGlkAasix8YncjkBp5f4XIj-yIQczOO7NPO6C3yN27LHNnwHz6odKJSd3xhf3RVVUT6ovaCa___H_aem_LMhieDkp9-KjEUstCBv19A&campaign_id=120227915088340313&ad_id=120228056381340313,1,1,0,0,0,,9,26,0,0,0,
TOF | New Arrivals,T1 - INT JWLi - FEED SI,https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+FEED+SI+03&utm_term=T1+-+INT+JWLi+-+FEED+SI&placement=Instagram_Feed&utm_id=120233509173440313_v2_s66_e14_i20250923&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnv8DdrbkBp2NavK4Wq8OoA0y8MO0dKpG1OXpMoXZNVP5ZnPhED3_ERq9Bcg3qjS_Um4NO_aem_DsUA6ojmm7lAZ93YT9KY4Q&campaign_id=120233509173440313&ad_id=120233516466730313,1,6,0,0,0,450.0,0,0,0,0,0,
TOF | New Arrivals,T1 - INT JWLi - ST SV,https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+ST+SV+02&utm_term=T1+-+INT+JWLi+-+ST+SV&placement=Instagram_Stories&utm_id=120233509173440313_v2_s66_e14_i20250923&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnv82rklkBp2TVWd0kpYYJLMNcUbs6Hay19rbiJSTUO_hxdZFlK2VqLe7GajrkNGSyX4SQ_aem_x3T4aXvE-odYe2Qg20Y18w&campaign_id=120233509173440313&ad_id=120233519667330313,2,3,0,0,0,0.0,0,0,0,0,0,
TOF | New Arrivals,T1 - TRLi - FEED SV,https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+FEED+SV+01&utm_term=T1+-+TRLi+-+FEED+SV&placement=Instagram_Feed&utm_id=120233509173440313_v2_s10_e7284&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnv7C9QrkBp-wZQDY6u704q_SijRpdnGI2LjHSkJXWcepZEeWKQpieLBzWC29MbIK6opp3_aem_GIQL6YGOy8i-fdUbIfib5A&campaign_id=120233509173440313&ad_id=120233518701460313,4,4,0,0,0,0.0,0,0,0,0,0,
TOF | New Arrivals,T1 - TRLi - RL SV,https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+RL+SV+01&utm_term=T1+-+TRLi+-+RL+SV&placement=Instagram_Reels&utm_id=120233509173440313_v2_s65_e14_i20250923&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnv3fyYZkBp9fwC0EPBTU9T1d3FN0ZNJ-IMJAXx5sw6zWYtsp6IKDIfQAA2L_Sbi2lbAj1_aem_Owv6FMj9Xy4bJYJe3cLTFw&campaign_id=120233509173440313&ad_id=120233518119660313,13,15,0,0,0,1.3076923076923077,0,0,0,0,0,
TOF | New Arrivals,T1 - TRLi - ST SI,https://vibewithmoi.in/pages/the-green-room?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+New+Arrivals&utm_content=Green+Room+I+ST+SI+04&utm_term=T1+-+TRLi+-+ST+SI&placement=Instagram_Stories&utm_id=120233509173440313_v2_s66_e14_i20250923&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnv2Sd9LkBp902E_jR9b4g6XCqQ3Ts2gDmEQ1zUBkuS69LWMMe9FyitMxEqbcvHOYXlt8j_aem_XqZDQnbENjpSGjEuWjZeFg&campaign_id=120233509173440313&ad_id=120233516438420313,10,18,0,0,0,31.0,0,0,0,0,0,
TOF | New Arrivals,WCH | IG,https://vibewithmoi.in/pages/new-arrivals?utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20New%20Arrivals&utm_content=New%20Arrivals%20|%20CC&utm_term=WCH%20|%20IG&placement=Instagram_Feed&utm_id=120224256270130313_v2_s01_e215&fbclid=PAZXh0bgNhZW0BMABhZGlkAasfUxzwWWkBp2qqJn0VrtGMFVpfL2jHiZ98lbjSr3Ox_pUKYnzlzncd7HnUlEUmbrUOPSAp_aem_UQqlYDRciEnRcKvqAMewjA&campaign_id=120224256270130313&ad_id=120224256270260313,1,5,0,0,0,0.0,0,0,0,0,0,
TOF | Pune,INT JWLi – CC,https://vibewithmoi.in/products/juliet-gold-diamond-and-ruby-engagement-ring?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Pune&utm_content=CC+%E2%80%93+BS+%2FTP+%7C+01&utm_term=INT+JWLi+%E2%80%93+CC&placement=Instagram_Feed&utm_id=120227915374980313_v2_s02_e247&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjK7lMvekBp67nwtNGv1YZshY-rVlNA7fAQM1MQYTYKizvwARMi3qOmucVHq2FksCGlcSF_aem_sLUwLaEzJn391XJwxlCLgg&campaign_id=120227915374980313&ad_id=120228056746280313,1,1,0,0,0,0.0,0,0,0,0,0,
TOF | Pune,LUXEi,https://vibewithmoi.in/products/felicia-gold-diamond-and-sapphire-orchid-ring?variant=41538030370879&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Pune&utm_content=DABA+%E2%80%93+BS+%2FTP&utm_term=LUXEi&placement=Instagram_Reels&utm_id=120227915374980313_v2_s07_e7233_sp_001&fbclid=PAZXh0bgNhZW0BMABhZGlkAasipvatVTkBpz5AuIeGz3QsbJGfcOZFHywKF1zt8U1cfGp7fs5HFdFs9L9l8BhdSgwFtgEm_aem_N2xp1_MXY5-5Z5FQ5mOI7w&campaign_id=120227915374980313&ad_id=120227915375020313,1,1,0,0,0,,3,3,0,0,0,
TOF | Pune,TRLi,https://vibewithmoi.in/products/elizabeth-gold-diamond-and-emerald-terahertz-bracelet?variant=40092744941631&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Pune&utm_content=DABA+%E2%80%93+ALL&utm_term=TRLi&placement=Instagram_Feed&utm_id=120227915374980313_v2_s04&fbclid=PAZXh0bgNhZW0BMABhZGlkAasiyR9ql5kBpxZZxByen0w7JL3LkCNLDM2-QAuL-A6emOPrg46B9XtUebpPfnQ3mpYBlcsJ_aem_iBHaRKCN-HeDRU0u-q1mFA&campaign_id=120227915374980313&ad_id=120228056554550313,4,5,0,0,0,,8,12,0,0,0,
TOF | Reels,HOME,https://vibewithmoi.in/collections/all/products/nizam-tanzanite-and-emerald-ring?utm_source=ig&utm_medium=paid&utm_campaign=TOF%20%7C%20Reels&utm_term=HOME&utm_content=Emir%20Earrings%20%7C%20SV&utm_id=120218055307560313_v2_s02,0,0,0,0,0,,2,2,0,0,0,0.0
TOF | Static,BTY,https://vibewithmoi.in/collections/all-about-pearls?utm_source=%7B%7Bsite_source_name%7D%7D&utm_medium=paid&utm_campaign=TOF+%7C+Static&utm_content=Ira+Earrings+%7C+SI&utm_term=BTY&placement=%7B%7Bplacement%7D%7D,1,2,0,0,0,0.0,0,0,0,0,0,
TOF | Static,HOME,https://vibewithmoi.in/collections/top-picks-earrings?utm_source=%7B%7Bsite_source_name%7D%7D&utm_medium=paid&utm_campaign=TOF+%7C+Static&utm_content=Emir+Earrings+%7C+SI&utm_term=HOME&placement=%7B%7Bplacement%7D%7D,1,2,0,0,0,0.0,0,0,0,0,0,
TOF | Story/Reel,T1 | HIGH | IGi | ST,https://vibewithmoi.in/pages/rhapsody?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Raphsody+I+SI&utm_term=T1+%7C+HIGH+%7C+IGi+%7C+ST&placement=Instagram_Stories&utm_id=120213378493220313_v2_s11_e7292&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmPMja3kkBp2_rVAO1oU9LUo-9lvqTh3_Pne8op6218amlOB-fIym5dKN30ggvW1F3yBJe_aem_zg2U4yY4qXo2rfyu1eTRzw&campaign_id=120213378493220313&ad_id=120231857018400313,0,0,0,0,0,,50,81,0,0,0,9.48
TOF | Story/Reel,T1 | LUXE | IGi | ST,https://vibewithmoi.in/collections/sapphires-tanzanites?utm_source=facebook&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Sapphires+I+SI&utm_term=T1+%7C+LUXE+%7C+IGi+%7C+ST&placement=Instagram_Stories&utm_id=120213378493220313_v2_s04_e283&campaign_id=120213378493220313&ad_id=120231911512070313,75,129,0,0,0,,731,1298,0,0,1,
TOF | Story/Reel,T1 | TRL | IGi | RL,https://vibewithmoi.in/products/qutub-multi-gemstones-gold-necklace-for-women?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Qutub+Necklace+%7C+RL&utm_term=T1+%7C+TRL+%7C+IGi+%7C+RL&placement=Instagram_Reels&utm_id=120213378493220313_v2_s07_e7373_c1&campaign_id=120213378493220313&ad_id=120231908221020313,5234,7819,5,1,10,,1625,2533,2,0,4,
TOF | Story/Reel,TRL | IG | ST RL | PDP,https://vibewithmoi.in/products/thea-gold-silver-diamond-emerald-blue-enamel-and-blue-sapphire-drop-earrings?utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20Story/Reel&utm_content=Thea%20Earrings%20I%20SV&utm_term=TRL%20|%20IG%20|%20ST%20RL%20|%20PDP&placement=Instagram_Stories&fbclid=PAZXh0bgNhZW0BMABhZGlkAasX2f-I12kBpr1BkfNXUNoh1F_ujo10GcmgFzU2jzY3UzYoomq7sQ3aUo_2MT6rvfKPyA_aem_QOix_Mszy4VHxZiRwzxerQ&campaign_id=120213378493220313&ad_id=120216040027760313,0,0,0,0,0,,1,3,0,0,0,0.0
TOF | Story/Reel,TRL | IGi | ST,https://vibewithmoi.in/collections/sapphires-tanzanites?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Story%2FReel&utm_content=Sapphires+I+SI&utm_term=TRL+%7C+IGi+%7C+ST&placement=Instagram_Stories&utm_id=120213378493220313_v2_s11_e7378&campaign_id=120213378493220313&ad_id=120226547772590313#MainContent,1208,2965,0,0,3,,589,1258,0,0,2,
TOF+%7C+80k,OCC+%E2%80%93+IGi,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2B80k&utm_content=80k%2BDABA&utm_term=OCC%2B%25E2%2580%2593%2BIGi&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5Pg9RWs981LF0PlBt6F3jNL8Om6rfPMDcGZl4WVO2XHcG_BiqPSVJ5vbdaNg_aem_pEJ-5JWTNuXbjZbQULZgQg,8,9,0,0,0,0.0,0,0,0,0,0,
TOF+%7C+80k,T1+-+HIGHi,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2B80k&utm_content=80k%2BDABA&utm_term=T1%2B-%2BHIGHi&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR69DzZvFYqhC8TJyxtECCV-USwWE0gmwxFyDWtmN1B0iXMpffNjdnP1rJmbZA_aem_e1H0SSGeANFut66XfpncDw,0,0,0,0,0,,1,1,0,0,0,0.0
TOF+%7C+80k,T1+-+LUXEi,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2B80k&utm_content=80k%2BDABA%2B%257C%2BRings&utm_term=T1%2B-%2BLUXEi&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5GH7MQVjUSw_tlAWdVPCLHB7djpuAxlL3WcRYyVNF7iFCKoEja-LejuRpx-Q_aem_jHLX0bg0_5CQCa8Twr6K8g,0,0,0,0,0,,12,16,0,0,0,1.25
TOF+%7C+ALL,T1+-+TRLi+-+FEED,https://vibewithmoi.in/?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BALL&utm_content=DABA%2B%25E2%2580%2593%2BALL&utm_term=T1%2B-%2BTRLi%2B-%2BFEED&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR6x4EMcCUhyS_Gg_PyhKmEwGDK_H62K19u2SrbjlgKrNFBxsq8TLmdtsnyYzA_aem_FIhI-64g3u9yI8RRFxbR1Q,0,0,0,0,0,,4,6,0,0,0,3.5
TOF+%7C+All+That+Grace,ARL+%7C+IG,https://vibewithmoi.in/collections/all-about-pearls?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BAll%2BThat%2BGrace&utm_content=Jackie%2BNecklace%2B%257C%2BSV&utm_term=ARL%2B%257C%2BIG&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR4j5ii2_8Th2CUcS3vw1mE9KZQ3DJ4Fkc7khZ7iPF663FKnZnxljZpaqo4nAQ_aem_4yMUZgkWpt26bxcuckefJg,4,6,0,0,0,,8,9,0,0,0,
TOF+%7C+All+That+Grace,ARL+%7C+IGi,https://vibewithmoi.in/collections/all-about-pearls?utm_source=fb&utm_medium=paid&utm_campaign=TOF%2B%257C%2BAll%2BThat%2BGrace&utm_content=Debbie%2BEarrings%2B%257C%2BSV&utm_term=ARL%2B%257C%2BIGi&placement=Facebook_Right_Column&fbclid=IwZXh0bgNhZW0CMTEAAR5H58qBscGdm7RH59p-yGxD0aZRCqUbQ2Z2YJVEbyDqpyXOIkWrbfO9NMiyPQ_aem_yo7efKLGpNKyX9rF3lh78Q,14,19,0,0,0,0.5,0,0,0,0,0,
